"ARREST_PRECINCT","Year","male","female","felony","misdemeanor","violation","<18","18-24","25-44","45-64","65+","drug_use","larceny","DUI","assault","total_crime"
100,2015,1760,350,716,1159,214,201,591,881,421,16,227,157,16,323,2110
100,2016,1673,400,806,1158,81,200,498,994,363,18,147,194,18,397,2073
100,2017,1469,387,733,1082,38,146,398,892,395,25,182,226,33,365,1856
100,2018,1278,274,632,901,9,135,332,714,352,19,131,210,39,329,1552
100,2019,1056,302,568,775,12,141,258,669,271,19,84,158,13,392,1358
100,2020,709,172,485,391,3,78,169,445,174,15,33,70,9,301,881
100,2021,649,178,439,385,2,28,147,466,175,11,42,62,10,246,827
100,2022,805,187,480,506,2,94,185,480,213,20,54,137,14,286,992
101,2006,3008,411,843,2127,425,488,1164,1374,380,12,965,62,23,365,3419
101,2007,3169,510,915,2329,402,464,1206,1582,407,20,1244,53,31,424,3679
101,2008,3431,446,877,2648,327,491,1424,1517,436,9,1341,69,47,424,3877
101,2009,3314,444,794,2597,338,455,1330,1512,450,11,1040,44,38,420,3758
101,2010,3410,462,1020,2555,274,433,1338,1603,482,16,1080,65,39,432,3872
101,2011,3114,454,791,2417,352,414,1278,1396,473,7,1030,48,39,435,3568
101,2012,2907,435,887,2026,401,372,1136,1366,456,12,764,82,51,526,3342
101,2013,2917,477,933,2152,287,303,985,1533,556,17,755,89,41,545,3394
101,2014,3654,600,1045,2749,377,280,1194,2088,671,21,831,155,57,540,4254
101,2015,2648,532,1292,1630,192,269,842,1555,504,10,345,147,49,675,3180
101,2016,2353,542,1200,1581,88,243,742,1388,500,22,303,131,58,651,2895
101,2017,2189,531,1180,1453,65,190,727,1367,414,22,318,116,43,685,2720
101,2018,2196,505,1169,1474,32,230,649,1353,441,28,295,133,54,646,2701
101,2019,1675,459,1108,988,26,166,481,1066,394,27,102,139,67,719,2134
101,2020,1244,316,890,655,8,82,361,821,275,21,103,98,44,485,1560
101,2021,1142,347,846,638,1,66,270,842,296,15,66,74,61,518,1489
101,2022,1267,312,900,674,5,56,270,963,247,43,61,94,22,481,1579
102,2006,3335,504,1492,2161,132,426,1043,1863,492,13,362,210,332,748,3839
102,2007,3842,541,1620,2499,203,494,1329,2016,528,15,656,256,258,708,4383
102,2008,4065,699,1824,2673,207,485,1420,2324,520,15,694,307,265,719,4764
102,2009,3723,559,1669,2428,145,468,1271,1920,602,21,629,192,297,678,4282
102,2010,3806,578,1701,2505,150,449,1391,1961,554,29,698,259,232,730,4384
102,2011,3417,508,1636,2128,126,382,1178,1776,560,29,567,246,175,719,3925
102,2012,3383,543,1483,2283,127,366,1240,1749,552,19,506,268,207,805,3926
102,2013,3884,618,1639,2595,214,315,1351,2114,693,29,520,274,254,871,4502
102,2014,3339,577,1483,2158,239,249,1106,1919,603,39,302,453,176,814,3916
102,2015,3174,562,1518,2022,177,264,1043,1803,598,28,351,317,101,852,3736
102,2016,3754,600,1607,2554,170,232,1368,2081,633,40,571,375,97,777,4354
102,2017,3724,504,1329,2732,93,264,1309,2025,593,37,836,386,64,661,4228
102,2018,2995,501,1455,1999,26,118,918,1883,543,34,459,422,55,696,3496
102,2019,2389,425,1138,1628,19,95,667,1539,485,28,207,296,65,671,2814
102,2020,1685,249,939,982,5,75,448,1037,354,20,88,187,49,591,1934
102,2021,1878,331,1062,1131,4,49,420,1317,376,47,95,169,52,690,2209
102,2022,2144,395,1230,1157,3,69,454,1524,453,39,116,317,45,741,2539
103,2006,5790,1042,1891,4508,395,713,2085,3078,932,23,1694,231,82,794,6832
103,2007,6105,1054,1821,4472,812,710,2110,3246,1067,26,1732,249,91,735,7159
103,2008,6782,1209,1973,5047,918,774,2341,3513,1315,47,1900,278,101,850,7991
103,2009,6900,1319,1892,5089,1183,688,2602,3676,1227,26,1690,247,142,835,8219
103,2010,7250,1360,1871,5310,1377,735,2782,3682,1378,33,1835,198,122,861,8610
103,2011,7122,1300,1796,5367,1158,671,2718,3623,1375,35,1821,230,108,966,8422
103,2012,7280,1327,2067,5071,1250,741,2634,3727,1469,36,1676,217,76,943,8607
103,2013,8294,1469,2579,5862,1041,724,2699,4545,1725,70,1637,420,109,1093,9763
103,2014,8316,1567,2240,6349,969,579,2717,4649,1878,60,1620,616,106,1107,9883
103,2015,7452,1527,2133,5605,1040,573,2438,4065,1836,67,1555,504,89,1038,8979
103,2016,5385,1103,2001,4161,243,370,1822,3065,1180,51,1398,374,65,817,6488
103,2017,4172,770,1632,3227,65,254,1244,2507,896,41,1015,335,81,852,4942
103,2018,3455,677,1607,2440,63,214,1006,2097,777,38,634,306,48,870,4132
103,2019,3372,678,1610,2400,29,154,911,2176,767,42,493,418,46,941,4050
103,2020,2545,448,1518,1451,16,110,583,1693,572,35,437,351,47,735,2993
103,2021,2685,556,1657,1570,2,76,625,1847,646,47,429,318,29,874,3241
103,2022,3331,799,2103,2008,8,144,733,2469,730,54,426,361,38,1059,4130
104,2006,3476,506,1465,2357,119,440,1176,1889,457,20,1054,165,111,462,3982
104,2007,3059,486,1173,2105,198,435,978,1598,510,24,911,147,89,514,3545
104,2008,3243,533,1038,2514,179,474,1046,1766,476,13,832,180,138,531,3776
104,2009,3673,664,1139,2976,200,600,1219,1928,562,28,1033,193,108,679,4337
104,2010,4297,762,1317,3533,172,750,1466,2185,639,19,1199,162,119,789,5059
104,2011,4122,696,1080,3607,114,685,1536,2008,573,16,1168,167,103,763,4818
104,2012,3857,704,1035,3383,116,559,1313,2040,623,26,952,172,139,729,4561
104,2013,3784,637,1056,3165,176,387,1178,2139,668,49,807,240,146,700,4421
104,2014,3775,607,1026,3071,260,269,1202,2190,680,41,726,391,146,701,4382
104,2015,3002,541,949,2419,157,224,948,1746,579,46,525,349,86,593,3543
104,2016,2534,464,915,1971,101,211,726,1527,508,26,308,363,105,619,2998
104,2017,2537,456,933,1941,111,190,784,1514,480,25,399,364,88,589,2993
104,2018,2185,439,929,1656,27,113,591,1428,464,28,393,390,73,577,2624
104,2019,1813,425,819,1379,27,115,432,1264,400,27,159,412,78,546,2238
104,2020,1528,373,735,1148,14,55,343,1069,406,28,106,288,64,616,1901
104,2021,1532,365,741,1139,4,34,320,1130,381,32,66,215,75,622,1897
104,2022,1616,363,897,1066,6,87,329,1164,366,33,63,231,57,611,1979
105,2006,4278,706,1497,3333,110,499,1497,2337,624,25,1194,131,62,784,4984
105,2007,3785,701,1457,2780,98,482,1377,2024,581,22,1154,170,65,723,4486
105,2008,3292,639,1227,2580,94,384,1293,1768,467,19,1145,161,68,715,3931
105,2009,3868,680,1350,3001,157,425,1497,2016,588,22,1228,170,114,778,4548
105,2010,3931,671,1357,3034,174,378,1552,2037,617,18,1209,172,108,755,4602
105,2011,3862,733,1548,2878,136,432,1445,2077,617,24,1207,208,89,797,4595
105,2012,3764,722,1577,2716,153,431,1426,1986,622,21,1134,179,108,717,4486
105,2013,4303,777,1590,3214,174,337,1581,2366,745,51,866,197,124,885,5080
105,2014,4169,782,1808,2951,143,265,1445,2406,797,38,793,257,117,905,4951
105,2015,3164,773,1661,2108,143,183,1072,1990,665,27,473,245,102,904,3937
105,2016,3007,792,1445,2155,145,190,1042,1895,634,38,359,228,101,887,3799
105,2017,3153,746,1573,2187,106,193,1059,2013,606,28,502,282,92,870,3899
105,2018,2564,631,1427,1715,26,148,714,1718,561,54,255,238,71,933,3195
105,2019,2154,556,1231,1442,18,122,623,1436,490,39,130,216,68,883,2710
105,2020,1682,400,1062,1003,1,92,401,1211,344,34,59,181,33,724,2082
105,2021,1736,402,1179,943,3,82,471,1188,372,25,54,162,32,704,2138
105,2022,2168,516,1376,1169,0,122,497,1560,456,49,56,160,44,863,2684
106,2006,2952,370,948,1996,344,448,950,1473,431,17,533,128,170,535,3322
106,2007,3514,435,1165,2313,391,464,1164,1800,505,16,956,131,169,569,3949
106,2008,3038,403,947,2175,286,371,1121,1519,416,11,789,135,115,514,3441
106,2009,3272,429,892,2315,460,375,1106,1671,530,19,697,145,135,495,3701
106,2010,3363,404,944,2348,448,364,1157,1704,528,14,690,159,127,519,3767
106,2011,3286,442,920,2319,464,387,1151,1590,588,12,662,123,101,512,3728
106,2012,3455,497,984,2376,567,365,1239,1643,680,25,480,191,159,552,3952
106,2013,3871,532,1277,2495,577,425,1339,1871,738,30,520,233,143,614,4403
106,2014,3237,537,1194,2077,448,258,1015,1681,792,28,374,358,130,634,3774
106,2015,2946,475,1241,1899,245,240,977,1570,594,40,417,384,88,531,3421
106,2016,2909,445,1262,1906,163,203,975,1522,615,39,415,364,119,513,3354
106,2017,2537,373,1193,1611,91,192,749,1373,558,38,353,303,64,611,2910
106,2018,2388,389,1084,1642,25,114,595,1470,547,51,205,280,70,682,2777
106,2019,2039,380,1087,1306,12,117,558,1233,455,56,176,258,51,690,2419
106,2020,1464,271,910,812,7,97,349,896,363,30,54,260,41,576,1735
106,2021,1625,294,956,950,4,42,324,1085,428,40,49,202,61,676,1919
106,2022,1954,363,1161,1140,8,84,413,1293,480,47,72,372,52,727,2317
107,2006,2847,536,913,2292,135,585,985,1391,393,28,330,121,69,468,3383
107,2007,2526,484,821,1829,185,501,875,1254,358,21,322,137,60,420,3010
107,2008,2603,495,782,2105,172,436,969,1305,369,19,283,160,82,478,3098
107,2009,2998,464,680,2477,256,436,1147,1403,455,21,445,136,122,475,3462
107,2010,2871,548,835,2287,229,535,1127,1269,462,26,487,175,108,478,3419
107,2011,2591,510,682,2160,215,448,1085,1159,383,26,544,114,64,413,3101
107,2012,2682,433,820,2126,115,465,966,1286,372,26,563,190,90,416,3115
107,2013,2825,484,774,2303,153,408,1068,1376,430,27,603,162,111,450,3309
107,2014,2751,477,770,2276,108,362,999,1366,486,15,482,299,155,463,3228
107,2015,2383,443,714,1961,117,278,844,1236,452,16,369,292,122,420,2826
107,2016,2243,442,744,1859,42,212,863,1224,361,25,458,265,108,378,2685
107,2017,2672,470,906,2142,35,262,965,1448,432,35,444,262,153,489,3142
107,2018,1944,365,919,1364,12,148,610,1178,341,32,203,214,121,469,2309
107,2019,1648,360,901,1092,5,142,514,1008,315,29,101,236,84,495,2008
107,2020,1117,217,649,678,3,71,296,751,197,19,43,176,41,405,1334
107,2021,1426,214,842,780,8,72,314,929,305,20,33,183,40,439,1640
107,2022,1728,352,987,1048,3,107,449,1145,353,26,41,260,59,590,2080
108,2006,2932,322,840,2139,250,307,735,1665,517,29,338,152,201,494,3254
108,2007,3103,364,808,2239,357,369,883,1744,453,18,365,142,157,465,3467
108,2008,2636,361,717,1969,274,343,769,1448,421,16,266,145,158,455,2997
108,2009,2384,312,602,1819,254,273,744,1288,377,14,197,117,165,457,2696
108,2010,2646,309,625,2111,195,265,782,1421,464,23,333,101,172,518,2955
108,2011,2540,332,663,2032,156,337,813,1322,390,10,408,95,136,427,2872
108,2012,1954,310,541,1564,138,196,691,1039,324,14,258,105,122,402,2264
108,2013,2691,279,650,1943,351,214,860,1420,453,23,196,150,118,477,2970
108,2014,2484,316,633,1894,255,166,768,1404,443,19,179,238,154,453,2800
108,2015,2129,272,674,1615,101,120,619,1273,373,16,184,237,119,500,2401
108,2016,1807,235,573,1364,93,96,623,1008,300,15,188,163,102,424,2042
108,2017,1912,279,718,1420,47,102,572,1177,315,25,215,217,83,494,2191
108,2018,1706,223,559,1330,24,59,391,1103,360,16,199,193,72,405,1929
108,2019,1553,231,664,1096,13,46,382,1023,311,22,140,180,62,434,1784
108,2020,866,131,446,540,4,19,198,577,189,14,46,76,40,348,997
108,2021,1335,192,614,904,2,19,278,885,312,33,36,141,34,513,1527
108,2022,1700,281,922,1041,4,47,347,1211,353,23,41,208,38,618,1981
109,2006,4364,818,1200,3809,122,558,1284,2479,829,32,707,241,286,557,5182
109,2007,3966,850,1256,3102,265,498,1066,2375,844,33,390,262,338,599,4816
109,2008,3736,929,1268,3116,214,472,1150,2132,867,44,476,321,319,601,4665
109,2009,3935,910,1291,3320,191,512,1148,2203,918,64,570,394,244,626,4845
109,2010,4061,900,1296,3499,120,542,1342,2108,923,46,802,314,245,801,4961
109,2011,4589,1063,1428,3964,209,638,1604,2308,1042,60,1024,418,225,792,5652
109,2012,4313,1000,1478,3574,226,550,1423,2284,972,84,881,379,254,838,5313
109,2013,4279,1047,1584,3545,163,481,1277,2392,1078,98,836,519,216,855,5326
109,2014,4019,1019,1418,3440,139,472,1214,2199,1077,76,602,1015,161,902,5038
109,2015,3461,1013,1473,2773,205,374,1059,2077,896,68,576,897,161,724,4474
109,2016,3070,1179,1624,2483,103,255,939,2093,878,84,391,934,116,781,4249
109,2017,3133,929,1392,2563,75,338,870,1973,796,85,380,905,125,851,4062
109,2018,3124,860,1489,2417,34,241,834,1994,834,81,315,1053,118,698,3984
109,2019,2768,728,1330,2103,16,137,643,1853,762,101,280,866,82,680,3496
109,2020,1860,380,1078,1120,5,68,415,1140,568,49,138,456,37,595,2240
109,2021,2104,415,1061,1395,5,69,421,1344,616,69,92,534,45,593,2519
109,2022,2838,617,1538,1793,3,70,567,1952,781,85,109,779,61,781,3455
110,2006,5318,1060,1346,4077,849,775,1986,2857,730,29,728,295,298,646,6378
110,2007,5659,1207,1389,4289,1033,872,2045,3100,807,38,626,351,310,689,6866
110,2008,5376,1160,1323,4118,975,774,2039,2937,761,25,695,369,248,723,6536
110,2009,5279,1110,1111,4203,970,735,1936,2944,747,27,592,380,251,687,6389
110,2010,5204,1414,1096,4429,992,742,2056,2970,812,38,605,374,307,653,6618
110,2011,4753,1323,1122,4161,706,718,1859,2802,657,40,548,311,355,821,6076
110,2012,4600,1075,1086,3883,652,564,1669,2666,734,42,513,345,206,756,5675
110,2013,4818,1047,1166,4119,535,507,1793,2733,782,50,742,614,208,743,5865
110,2014,4530,1134,1047,4068,531,523,1770,2614,718,39,721,1189,171,782,5664
110,2015,4371,1096,1136,3941,373,518,1640,2493,755,61,632,1169,144,762,5467
110,2016,3508,949,1129,3069,229,409,1414,2021,586,27,465,995,128,709,4457
110,2017,3029,692,1096,2476,126,278,988,1833,587,35,446,709,111,724,3721
110,2018,2880,776,1172,2406,61,285,815,1940,576,40,316,838,72,880,3656
110,2019,2465,818,1109,2116,48,161,682,1795,608,37,162,927,61,856,3283
110,2020,1820,363,950,1204,12,72,505,1229,348,29,84,413,45,702,2183
110,2021,1946,433,1024,1338,6,82,466,1386,406,39,72,520,33,790,2379
110,2022,2538,633,1386,1764,10,75,635,1894,510,57,91,794,52,1040,3171
111,2006,1689,266,511,1383,39,355,563,754,267,16,189,80,145,222,1955
111,2007,1502,342,435,1294,27,283,568,732,244,17,198,91,162,201,1844
111,2008,1610,247,498,1301,24,329,599,675,243,11,257,71,173,216,1857
111,2009,1627,277,467,1394,16,217,607,779,289,12,229,86,179,209,1904
111,2010,1679,327,518,1430,35,245,627,777,338,19,316,86,147,212,2006
111,2011,1503,302,396,1354,32,237,580,713,263,12,266,68,145,198,1805
111,2012,1349,322,341,1281,19,194,514,701,249,13,230,105,261,184,1671
111,2013,1338,335,415,1209,14,198,446,709,301,19,148,117,217,188,1673
111,2014,1139,293,385,1021,13,128,420,648,220,16,172,181,219,180,1432
111,2015,1157,315,494,952,11,108,410,674,263,17,175,187,176,174,1472
111,2016,1217,355,428,1114,11,133,409,715,295,20,153,190,177,219,1572
111,2017,1131,271,396,978,15,121,339,681,236,25,128,122,169,194,1402
111,2018,848,207,322,708,10,64,242,535,193,21,74,82,112,199,1055
111,2019,759,186,351,578,2,35,190,490,201,29,51,107,87,201,945
111,2020,470,108,213,359,0,20,124,299,126,9,13,59,39,181,578
111,2021,566,134,286,403,0,20,132,355,177,16,13,46,35,186,700
111,2022,632,112,318,418,2,31,128,390,167,28,5,37,40,209,744
112,2006,2115,380,758,1611,95,278,682,1144,364,25,232,201,133,269,2495
112,2007,2017,410,717,1522,122,265,641,1098,401,22,240,265,145,274,2427
112,2008,1945,399,707,1500,100,234,606,1105,375,24,210,300,216,280,2344
112,2009,2235,437,722,1796,133,253,764,1205,422,28,345,203,221,257,2672
112,2010,2158,508,640,1877,133,294,759,1190,386,37,285,300,163,304,2666
112,2011,2046,505,604,1831,104,227,766,1094,423,41,291,374,122,256,2551
112,2012,2130,517,653,1857,117,244,682,1197,486,38,219,225,84,304,2647
112,2013,2119,569,617,1933,128,196,679,1239,530,44,155,373,78,245,2688
112,2014,1980,624,549,1917,122,181,724,1175,464,60,111,745,108,288,2604
112,2015,1811,423,593,1552,83,156,549,1059,442,28,84,575,102,264,2234
112,2016,1605,304,582,1249,57,151,447,934,347,30,112,397,85,250,1909
112,2017,1240,297,494,1013,17,127,318,793,270,29,57,385,76,237,1537
112,2018,1340,288,566,1045,7,110,289,852,334,43,24,421,108,225,1628
112,2019,1407,246,565,1075,7,114,324,838,327,50,28,332,165,237,1653
112,2020,921,142,385,672,4,31,197,591,225,19,13,196,80,164,1063
112,2021,1214,171,535,844,0,44,238,789,284,30,22,234,73,204,1385
112,2022,1402,161,661,891,1,56,235,891,343,38,17,362,52,239,1563
113,2006,4698,866,1704,3125,120,424,1341,2622,1134,42,1491,223,59,742,5564
113,2007,5297,1035,1772,3588,206,480,1532,2954,1307,59,1582,168,63,855,6332
113,2008,5236,1143,1770,3934,130,407,1670,2916,1330,56,1606,227,66,909,6379
113,2009,6426,1177,1849,4709,409,430,2169,3511,1425,68,1562,264,92,906,7603
113,2010,6135,1122,2029,4321,420,502,2045,3399,1262,49,1480,216,84,932,7257
113,2011,6034,1130,2107,4252,301,464,1841,3257,1536,66,1564,291,142,989,7164
113,2012,6464,1148,2302,4578,357,425,1927,3622,1560,78,1197,271,134,1042,7612
113,2013,6797,1244,2476,4792,301,455,2164,3846,1487,89,1181,269,153,1155,8041
113,2014,7409,1231,2501,5489,213,362,2203,4248,1728,99,1311,445,214,1152,8640
113,2015,5856,1171,2054,4437,163,244,1651,3522,1509,101,730,407,150,1087,7027
113,2016,5629,1121,2012,4254,197,267,1574,3259,1540,110,663,344,108,1088,6750
113,2017,4981,1090,1934,3884,109,239,1465,2928,1334,105,672,445,78,1067,6071
113,2018,5185,1066,2084,4035,50,206,1279,3183,1433,150,531,480,67,1014,6251
113,2019,5043,993,1885,4049,42,182,1176,3044,1477,157,352,432,85,1024,6036
113,2020,2675,642,1487,1782,9,136,720,1767,643,51,198,367,35,761,3317
113,2021,2620,603,1429,1737,2,70,690,1866,543,54,88,283,48,755,3223
113,2022,2914,707,1491,1848,5,75,686,2073,718,69,101,393,27,861,3621
114,2006,5721,894,1749,4435,339,834,1872,2962,897,45,1190,265,205,884,6615
114,2007,6483,1077,1785,5145,465,866,2246,3376,1033,39,1622,239,134,960,7560
114,2008,5286,929,1468,4174,467,637,1849,2867,831,31,1290,292,118,853,6215
114,2009,5361,810,1440,4063,561,630,1801,2824,873,43,1264,239,131,813,6171
114,2010,4890,947,1325,3939,494,691,1595,2607,905,39,1180,212,111,864,5837
114,2011,4629,936,1363,3717,419,709,1645,2306,875,30,1182,227,126,838,5565
114,2012,4522,909,1482,3460,442,516,1656,2392,831,36,1184,247,195,836,5431
114,2013,4883,889,1487,3772,465,520,1606,2748,859,39,1241,284,235,980,5772
114,2014,5022,916,1566,3905,393,411,1653,2993,841,40,1217,498,228,876,5938
114,2015,4453,812,1495,3303,377,284,1396,2697,850,38,855,532,185,941,5265
114,2016,4822,936,1511,3746,366,291,1593,2887,939,48,823,539,206,1047,5758
114,2017,4420,844,1468,3466,206,251,1232,2848,875,58,939,429,181,967,5264
114,2018,3606,675,1464,2657,81,189,1025,2379,653,35,606,358,147,886,4281
114,2019,2987,579,1384,2084,62,124,769,2051,574,48,283,399,92,831,3566
114,2020,2230,429,1186,1423,11,50,551,1502,521,35,205,380,57,710,2659
114,2021,2882,580,1399,2027,3,47,677,2029,674,35,211,439,71,950,3462
114,2022,3144,750,1653,2164,6,100,701,2434,610,49,201,435,71,1055,3894
115,2006,6767,727,1579,4376,1364,508,2326,3832,790,38,1262,178,427,949,7494
115,2007,7323,824,1653,4769,1445,543,2425,4186,950,39,1152,255,611,978,8147
115,2008,7609,806,1864,5211,1114,522,2543,4278,1025,47,1243,236,533,1006,8415
115,2009,8526,917,1809,6380,914,514,2887,4850,1156,36,1326,272,464,1129,9443
115,2010,7388,952,1704,5668,679,499,2404,4260,1105,72,1106,245,358,1149,8340
115,2011,6522,829,1552,4993,609,477,2362,3585,879,48,1101,202,329,1112,7351
115,2012,5817,803,1599,4236,642,374,2105,3263,838,40,907,205,204,1065,6620
115,2013,6090,823,1722,4496,662,362,2175,3464,858,54,1038,254,285,1105,6913
115,2014,6237,835,1608,4748,675,297,2155,3697,884,39,1081,375,318,1213,7072
115,2015,4963,757,1492,3772,427,247,1676,3013,743,41,599,385,230,1101,5720
115,2016,4375,654,1501,3312,177,209,1413,2623,736,48,590,332,217,1086,5029
115,2017,4140,699,1511,3184,117,171,1173,2656,794,45,517,426,248,1028,4839
115,2018,3678,692,1421,2875,31,150,897,2536,715,72,291,363,231,1078,4370
115,2019,3460,643,1356,2697,21,155,824,2278,784,62,223,430,164,944,4103
115,2020,2157,399,1050,1481,8,93,522,1504,415,22,145,305,90,701,2556
115,2021,2115,401,1046,1441,6,38,485,1537,426,30,106,205,82,845,2516
115,2022,2455,408,1188,1633,4,60,499,1788,472,44,92,269,93,921,2863
120,2006,5951,1375,2458,4705,125,968,2140,3262,923,31,2294,332,121,1021,7326
120,2007,6138,1507,2584,4851,139,926,2254,3338,1080,45,2574,315,142,1004,7645
120,2008,7375,1801,2649,6389,107,1051,2706,4037,1324,58,3177,428,144,1084,9176
120,2009,6947,1729,2559,5927,132,901,2731,3903,1114,27,2658,342,142,1078,8676
120,2010,7058,1739,2489,6146,115,1029,2743,3861,1119,45,2794,320,125,1241,8797
120,2011,7027,1574,2369,6112,70,1005,2626,3788,1138,44,2883,270,159,1346,8601
120,2012,6478,1372,2241,5557,18,854,2286,3635,1031,44,2080,349,158,1487,7850
120,2013,4907,1082,1884,4067,14,660,1632,2816,851,30,1366,340,126,1123,5989
120,2014,3771,783,1568,2965,9,492,1251,2091,679,41,980,464,94,943,4554
120,2015,3299,667,1493,2453,8,345,991,1926,675,29,724,359,151,811,3966
120,2016,3995,856,1778,3044,7,385,1231,2436,760,39,1046,388,151,878,4851
120,2017,3822,920,1821,2893,5,324,1130,2406,842,40,1049,466,133,872,4742
120,2018,3666,921,1800,2753,9,313,962,2355,914,43,942,507,138,926,4587
120,2019,3023,681,1799,1871,11,270,746,1984,660,44,502,403,110,768,3704
120,2020,1968,411,1258,1110,1,109,452,1344,448,26,264,257,35,554,2379
120,2021,2415,481,1519,1371,1,99,547,1730,488,32,347,243,46,664,2896
120,2022,3031,694,1677,2021,4,178,701,2154,642,50,401,347,53,832,3725
121,2013,1684,523,630,1564,5,194,673,1068,258,14,492,321,112,257,2207
121,2014,3661,1213,1194,3661,2,407,1328,2360,745,34,1179,930,210,650,4874
121,2015,2859,913,1076,2681,2,276,1025,1857,579,35,720,744,212,595,3772
121,2016,2867,882,1140,2594,3,253,1025,1798,631,42,675,709,240,501,3749
121,2017,2268,770,999,2023,1,184,790,1535,507,22,441,625,256,506,3038
121,2018,1930,679,832,1752,0,148,572,1329,532,28,300,567,258,452,2609
121,2019,1852,668,881,1625,6,98,526,1384,484,28,184,528,243,493,2520
121,2020,1453,417,846,1020,0,65,480,973,340,12,123,313,90,386,1870
121,2021,1761,414,820,1348,0,71,489,1217,378,20,144,331,85,437,2175
121,2022,1801,484,801,1479,2,89,459,1289,419,29,109,413,67,514,2285
122,2006,3076,844,815,3005,75,600,1069,1740,488,23,547,411,387,501,3920
122,2007,2807,836,880,2632,57,546,1046,1510,525,16,580,322,274,566,3643
122,2008,3468,927,1068,3287,18,667,1444,1741,523,18,1104,393,209,485,4395
122,2009,2914,852,998,2730,16,572,1162,1485,522,25,804,254,181,462,3766
122,2010,2960,1014,1030,2908,16,678,1229,1509,531,27,861,228,193,492,3974
122,2011,3008,932,1032,2874,12,605,1179,1630,502,24,964,165,258,489,3940
122,2012,2885,920,1013,2756,7,367,1251,1631,534,22,974,181,210,568,3805
122,2013,2450,597,898,2125,3,266,877,1429,456,19,760,222,224,393,3047
122,2014,1851,443,691,1594,2,203,592,1019,448,32,618,301,129,324,2294
122,2015,1522,419,594,1342,2,159,409,932,411,30,345,227,106,353,1941
122,2016,1699,477,701,1447,1,160,442,1074,465,35,382,270,129,378,2176
122,2017,1546,450,577,1390,4,159,405,938,459,35,324,271,90,366,1996
122,2018,1618,386,617,1369,1,97,327,1098,449,33,243,230,105,375,2004
122,2019,1450,383,581,1237,5,58,355,991,400,29,167,188,125,324,1833
122,2020,996,231,542,677,1,32,205,692,278,20,87,154,59,263,1227
122,2021,1086,256,540,793,2,37,233,763,285,24,134,122,59,291,1342
122,2022,1094,307,570,823,2,72,214,773,323,19,87,164,46,345,1401
123,2006,998,162,305,828,15,232,309,472,136,8,173,86,108,156,1160
123,2007,940,183,279,813,5,166,356,432,161,8,160,69,103,222,1123
123,2008,1213,220,357,1059,10,239,448,562,173,11,265,99,72,238,1433
123,2009,1295,236,368,1143,11,204,468,642,206,11,257,90,82,235,1531
123,2010,1269,221,329,1133,16,175,417,668,222,8,209,96,64,224,1490
123,2011,1233,251,313,1148,6,117,410,684,258,15,259,89,58,224,1484
123,2012,1090,274,305,1048,3,107,399,617,234,7,281,73,65,226,1364
123,2013,1218,260,369,1105,1,82,426,703,249,18,451,114,87,180,1478
123,2014,1264,291,446,1102,2,83,435,765,252,20,467,186,98,206,1555
123,2015,1170,269,400,1033,1,125,316,764,211,23,415,179,77,183,1439
123,2016,1273,295,348,1211,0,115,366,811,265,11,400,208,121,144,1568
123,2017,1308,294,336,1259,4,112,394,802,273,21,319,220,152,153,1602
123,2018,954,270,276,926,3,63,211,668,257,25,224,186,110,165,1224
123,2019,768,207,288,683,1,52,172,489,238,24,89,149,86,176,975
123,2020,600,119,227,485,1,28,114,372,190,15,32,108,44,182,719
123,2021,665,133,201,596,0,9,126,435,210,18,56,85,46,151,798
123,2022,802,162,283,671,0,58,131,483,264,28,69,132,35,221,964
